1 11.981900
2 14.466900
3 18.263900
4 22.235700
5 22.411800
6 22.400500
7 22.429500
8 22.451600
9 22.568600
10 22.548700
11 22.589700
12 22.786100
13 22.859500
14 22.917900
15 23.127900
16 23.144600
17 23.285500
18 23.373800
19 23.513400
20 23.668500
21 23.639800
22 24.357200
23 24.097600
24 23.891700
25 24.298200
26 24.118300
27 24.235000
28 24.274300
29 24.700300
30 24.813100
31 24.821500
32 24.519000
33 25.269700
34 25.494200
35 25.402900
36 25.788700
37 25.717700
38 25.995600
39 26.046500
40 26.890300
41 26.352900
42 26.355000
43 26.319900
44 26.870900
45 27.005000
46 27.081900
47 27.174300
48 27.284600
49 27.050800
50 27.632400
51 27.373700
52 27.972900
53 28.226800
54 26.967400
55 27.875600
56 28.053400
57 28.285600
58 28.118100
59 28.685900
60 28.517600
61 28.519600
62 29.197800
63 29.144500
64 29.184400
65 29.290400
66 29.423000
67 29.059700
68 29.493600
69 29.703000
70 29.706000
71 29.496800
72 29.132500
73 30.197800
74 30.556600
75 30.113200
76 29.868900
77 30.516800
78 29.706000
79 30.505100
80 30.472100
81 31.016100
82 29.454200
83 30.652200
84 29.933200
85 31.454200
86 31.181800
87 31.215100
88 31.736400
89 31.309700
90 30.703600
91 31.509100
92 31.898500
93 31.798100
94 31.892500
95 31.342700
96 32.253600
97 32.047000
98 32.716200
99 31.783200
100 32.228300
