100 0.014711
200 0.020833
300 0.029051
400 0.035686
500 0.04734
600 0.052956
700 0.061278
800 0.070498
900 0.078997
1000 0.089666
1100 0.096779
1200 0.108191
1300 0.111058
1400 0.1228
1500 0.132752
1600 0.138877
1700 0.148042
1800 0.1559
1900 0.164811
2000 0.171754
2100 0.181326
2200 0.19171
2300 0.198701
2400 0.206019
2500 0.260862
2600 0.248484
2700 0.251619
2800 0.265118
2900 0.312799
3000 0.279507
3100 0.289673
3200 0.304875
3300 0.305684
3400 0.32021
3500 0.323883
3600 0.337013
3700 0.342841
3800 0.366962
3900 0.35378
4000 0.373545
4100 0.384733
4200 0.388653
4300 0.388535
4400 0.406475
4500 0.41249
4600 0.421137
4700 0.430751
4800 0.45336
4900 0.448795
5000 0.453896
5100 0.573778
5200 0.542868
5300 0.476864
5400 0.486916
5500 0.488799
5600 0.505023
5700 0.523824
5800 0.626266
5900 0.575891
6000 0.608194
6100 0.589651
6200 0.613823
6300 0.662357
6400 0.656201
6500 0.649152
6600 0.649388
6700 0.654762
6800 0.666306
6900 0.668413
7000 0.682863
7100 0.719611
7200 0.663862
7300 0.691213
7400 0.749297
7500 0.684174
7600 0.725747
7700 0.773307
7800 0.785933
7900 0.753309
8000 0.800644
8100 0.724828
8200 0.787478
8300 0.740543
8400 0.806407
8500 0.747663
8600 0.779907
8700 0.766642
8800 0.769426
8900 0.885573
9000 0.831412
9100 0.869604
9200 0.86298
9300 0.914138
9400 0.883873
9500 0.880416
9600 0.876738
9700 0.911668
9800 0.974028
9900 0.966739
10000 0.977164
