100 0.516676
200 1.212011
300 1.656511
400 2.237030
500 2.814346
600 3.846657
700 4.293055
800 4.997730
900 5.417199
1000 7.372149
1100 6.793749
1200 7.650455
1300 8.017213
1400 9.176699
1500 9.534415
1600 10.501191
1700 11.302346
1800 12.230458
1900 12.873523
2000 13.416784
2100 14.371687
2200 14.930236
2300 15.498297
2400 16.396257
2500 16.915613
2600 17.943682
2700 18.470372
2800 19.098838
2900 20.050373
3000 20.725098
3100 21.532643
3200 22.185447
3300 22.728275
3400 23.437165
3500 24.413388
3600 25.407532
3700 25.798888
3800 26.733057
3900 27.402950
4000 27.978929
4100 28.644768
4200 29.507170
4300 30.161144
4400 31.074269
4500 31.880861
4600 33.179369
4700 33.725921
4800 34.885842
4900 35.060654
5000 36.183706
5100 37.624706
5200 37.970684
5300 38.314351
5400 39.389972
5500 39.911490
5600 40.384960
5700 41.317601
5800 42.511254
5900 42.922169
6000 43.674413
6100 44.051543
6200 45.498143
6300 46.314465
6400 46.433110
6500 46.887085
6600 47.446950
6700 48.381097
6800 49.434125
6900 50.228543
7000 50.831865
7100 52.650804
7200 54.905679
7300 58.017964
7400 58.831969
7500 60.075435
7600 57.958002
7700 58.792236
7800 62.425602
7900 62.465943
8000 63.696289
8100 63.200661
8200 65.232862
8300 65.091092
8400 65.490949
8500 66.736784
8600 69.311826
8700 70.103836
8800 68.870782
8900 73.587675
9000 69.635289
9100 74.864333
9200 71.094230
9300 78.328865
9400 75.186011
9500 75.112151
9600 78.645292
9700 80.137823
9800 78.560205
9900 83.428089
